state,country,latitude,longitude,date,case,death,recovered,iso_a3,source
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-16,57,9,12,NLD,jhu
,Netherlands,52.1326,5.2913,2020-04-16,29214,3315,0,NLD,jhu
,New Zealand,-40.9006,174.886,2020-04-16,1401,9,770,NZL,jhu
,Nicaragua,12.865416,-85.207229,2020-04-16,9,1,4,NIC,jhu
,Niger,17.607789,8.081666,2020-04-16,584,14,90,NER,jhu
,Nigeria,9.082,8.6753,2020-04-16,442,13,152,NGA,jhu
,North Macedonia,41.6086,21.7453,2020-04-16,1081,46,121,MKD,jhu
,Norway,60.472,8.4689,2020-04-16,6896,152,32,NOR,jhu
,Oman,21.512583,55.92325500000001,2020-04-16,1019,4,176,OMN,jhu
,Pakistan,30.3753,69.3451,2020-04-16,7025,135,1765,PAK,jhu
,Panama,8.538,-80.7821,2020-04-16,3751,103,75,PAN,jhu
,Papua New Guinea,-6.314993,143.95555,2020-04-16,7,0,0,PNG,jhu
,Paraguay,-23.4425,-58.4438,2020-04-16,174,8,30,PRY,jhu
,Peru,-9.19,-75.0152,2020-04-16,12491,274,6120,PER,jhu
,Philippines,12.879721,121.774017,2020-04-16,5660,362,435,PHL,jhu
,Poland,51.9194,19.1451,2020-04-16,7918,314,774,POL,jhu
,Portugal,39.3999,-8.2245,2020-04-16,18841,629,493,PRT,jhu
,Qatar,25.3548,51.1839,2020-04-16,4103,7,415,QAT,jhu
,Romania,45.9432,24.9668,2020-04-16,7707,392,1357,ROU,jhu
,Russia,61.52401,105.318756,2020-04-16,27938,232,2304,RUS,jhu
,Rwanda,-1.9403,29.8739,2020-04-16,138,0,60,RWA,jhu
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-16,14,0,0,KNA,jhu
,Saint Lucia,13.9094,-60.9789,2020-04-16,15,0,11,LCA,jhu
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-16,12,0,1,VCT,jhu
,San Marino,43.9424,12.4578,2020-04-16,426,38,55,SMR,jhu
,Sao Tome and Principe,0.1864,6.6131,2020-04-16,4,0,0,STP,jhu
,Saudi Arabia,23.885942,45.079162,2020-04-16,6380,83,990,SAU,jhu
,Senegal,14.4974,-14.4524,2020-04-16,335,2,194,SEN,jhu
,Serbia,44.0165,21.0059,2020-04-16,5318,103,0,SRB,jhu
,Seychelles,-4.6796,55.492,2020-04-16,11,0,0,SYC,jhu
,Sierra Leone,8.460555000000001,-11.779889,2020-04-16,15,0,0,SLE,jhu
,Singapore,1.2833,103.8333,2020-04-16,4427,10,683,SGP,jhu
,Slovakia,48.669,19.699,2020-04-16,977,8,167,SVK,jhu
,Slovenia,46.1512,14.9955,2020-04-16,1268,61,174,SVN,jhu
,Somalia,5.152149,46.199616,2020-04-16,80,5,2,SOM,jhu
,South Africa,-30.5595,22.9375,2020-04-16,2605,48,903,ZAF,jhu
,South Sudan,6.877000000000002,31.307,2020-04-16,4,0,0,SSD,jhu
,Spain,40.463667,-3.74922,2020-04-16,184948,19315,74797,ESP,jhu
,Sri Lanka,7.873054,80.77179699999998,2020-04-16,238,7,68,LKA,jhu
,Sudan,12.8628,30.2176,2020-04-16,32,5,4,SDN,jhu
,Suriname,3.9193,-56.0278,2020-04-16,10,1,6,SUR,jhu
,Sweden,60.128161,18.643501,2020-04-16,13055,1839,0,SWE,jhu
,Switzerland,46.8182,8.2275,2020-04-16,26732,1281,15900,CHE,jhu
,Taiwan*,23.7,121.0,2020-04-16,395,6,155,TWN,jhu
,Tajikistan,38.861,71.2761,2020-04-16,0,0,0,TJK,jhu
,Tanzania,-6.369028,34.888822,2020-04-16,94,4,11,TZA,jhu
,Thailand,15.870032,100.992541,2020-04-16,2672,46,1593,THA,jhu
,Togo,8.6195,0.8248,2020-04-16,81,5,45,TGO,jhu
,Trinidad and Tobago,10.6918,-61.2225,2020-04-16,114,8,20,TTO,jhu
,Tunisia,33.886917,9.537499,2020-04-16,822,37,43,TUN,jhu
,Turkey,38.9637,35.2433,2020-04-16,74193,1643,7089,TUR,jhu
,US,40.0,-100.0,2020-04-16,669272,36483,54703,USA,jhu
,Uganda,1.373333,32.290275,2020-04-16,55,0,20,UGA,jhu
,Ukraine,48.3794,31.1656,2020-04-16,4161,116,186,UKR,jhu
,United Arab Emirates,23.424076,53.847818,2020-04-16,5825,35,1095,ARE,jhu
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-16,3,0,1,GBR,jhu
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-16,81,5,33,GBR,jhu
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-16,3,0,2,GBR,jhu
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-16,60,1,6,GBR,jhu
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-16,457,19,73,GBR,jhu
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-16,11,0,1,GBR,jhu
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-16,131,0,104,GBR,jhu
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-16,284,4,154,GBR,jhu
Montserrat,United Kingdom,16.742498,-62.187366,2020-04-16,11,0,1,GBR,jhu
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-16,11,1,0,GBR,jhu
,United Kingdom,55.3781,-3.4360000000000004,2020-04-16,111756,16029,0,GBR,jhu
,Uruguay,-32.5228,-55.7658,2020-04-16,502,9,286,URY,jhu
,Uzbekistan,41.377491,64.585262,2020-04-16,1349,4,129,UZB,jhu
,Venezuela,6.4238,-66.5897,2020-04-16,204,9,111,VEN,jhu
,Vietnam,14.058324,108.277199,2020-04-16,268,0,177,VNM,jhu
,West Bank and Gaza,31.9522,35.2332,2020-04-16,294,2,63,PSE,jhu
,Western Sahara,24.2155,-12.8858,2020-04-16,6,0,0,ESH,jhu
,Yemen,15.552727,48.516388,2020-04-16,1,0,0,YEM,jhu
,Zambia,-13.133897,27.849332,2020-04-16,48,2,30,ZMB,jhu
,Zimbabwe,-19.015438,29.154857,2020-04-16,23,3,1,ZWE,jhu
,Afghanistan,33.93911,67.709953,2020-04-17,906,30,99,AFG,jhu
,Albania,41.1533,20.1683,2020-04-17,539,26,283,ALB,jhu
,Algeria,28.0339,1.6596,2020-04-17,2418,364,846,DZA,jhu
,Andorra,42.5063,1.5218,2020-04-17,696,35,191,AND,jhu
,Angola,-11.2027,17.8739,2020-04-17,19,2,5,AGO,jhu
,Antigua and Barbuda,17.0608,-61.7964,2020-04-17,23,3,3,ATG,jhu
,Argentina,-38.4161,-63.6167,2020-04-17,2669,123,666,ARG,jhu
,Armenia,40.0691,45.0382,2020-04-17,1201,19,402,ARM,jhu
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-17,103,3,81,AUS,jhu
New South Wales,Australia,-33.8688,151.2093,2020-04-17,2926,26,1379,AUS,jhu
Northern Territory,Australia,-12.4634,130.8456,2020-04-17,28,0,9,AUS,jhu
Queensland,Australia,-27.4698,153.0251,2020-04-17,1007,5,442,AUS,jhu
South Australia,Australia,-34.9285,138.6007,2020-04-17,435,4,331,AUS,jhu
Tasmania,Australia,-42.8821,147.3272,2020-04-17,180,7,67,AUS,jhu
Victoria,Australia,-37.8136,144.9631,2020-04-17,1302,14,1159,AUS,jhu
Western Australia,Australia,-31.9505,115.8605,2020-04-17,541,7,340,AUS,jhu
,Austria,47.5162,14.5501,2020-04-17,14595,431,9704,AUT,jhu
,Azerbaijan,40.1431,47.5769,2020-04-17,1340,15,528,AZE,jhu
,Bahamas,25.025885,-78.035889,2020-04-17,54,9,6,BHS,jhu
,Bahrain,26.0275,50.55,2020-04-17,1740,7,725,BHR,jhu
,Bangladesh,23.685,90.3563,2020-04-17,1838,75,58,BGD,jhu
,Barbados,13.1939,-59.5432,2020-04-17,75,5,15,BRB,jhu
,Belarus,53.7098,27.9534,2020-04-17,4779,42,342,BLR,jhu
,Belgium,50.8333,4.469936,2020-04-17,36138,5163,7961,BEL,jhu
,Belize,17.1899,-88.4976,2020-04-17,18,2,0,BLZ,jhu
,Benin,9.3077,2.3158,2020-04-17,35,1,18,BEN,jhu
,Bhutan,27.5142,90.4336,2020-04-17,5,0,2,BTN,jhu
,Bolivia,-16.2902,-63.5887,2020-04-17,465,31,26,BOL,jhu
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-17,1214,46,320,BIH,jhu
,Botswana,-22.3285,24.6849,2020-04-17,15,1,0,BWA,jhu
,Brazil,-14.235,-51.9253,2020-04-17,33682,2141,14026,BRA,jhu
,Brunei,4.5353,114.7277,2020-04-17,136,1,112,BRN,jhu
,Bulgaria,42.7339,25.4858,2020-04-17,846,41,141,BGR,jhu
,Burkina Faso,12.2383,-1.5616,2020-04-17,557,35,294,BFA,jhu
,Burma,21.9162,95.956,2020-04-17,88,4,5,MMR,jhu
,Burundi,-3.3731,29.9189,2020-04-17,5,1,0,BDI,jhu
,Cabo Verde,16.5388,-23.0418,2020-04-17,56,1,1,CPV,jhu
,Cambodia,11.55,104.9167,2020-04-17,122,0,98,KHM,jhu
,Cameroon,3.848,11.5021,2020-04-17,996,22,164,CMR,jhu
,Central African Republic,6.6111,20.9394,2020-04-17,12,0,4,CAF,jhu
,Chad,15.4542,18.7322,2020-04-17,27,0,5,TCD,jhu
,Chile,-35.6751,-71.543,2020-04-17,9691,116,3621,CHL,jhu
Anhui,China,31.8257,117.2264,2020-04-17,991,6,984,CHN,jhu
Beijing,China,40.1824,116.4142,2020-04-17,593,8,509,CHN,jhu
Chongqing,China,30.0572,107.874,2020-04-17,579,6,570,CHN,jhu
Fujian,China,26.0789,117.9874,2020-04-17,354,1,334,CHN,jhu
Gansu,China,35.7518,104.2861,2020-04-17,139,2,137,CHN,jhu
Guangdong,China,23.3417,113.4244,2020-04-17,1577,8,1475,CHN,jhu
Guangxi,China,23.8298,108.7881,2020-04-17,254,2,252,CHN,jhu
Guizhou,China,26.8154,106.8748,2020-04-17,146,2,144,CHN,jhu
Hainan,China,19.1959,109.7453,2020-04-17,168,6,162,CHN,jhu
Heilongjiang,China,47.862,127.7615,2020-04-17,872,13,471,CHN,jhu
Hong Kong,China,22.3,114.2,2020-04-17,1021,4,533,CHN,jhu
Hubei,China,30.9756,112.2707,2020-04-17,68128,4512,63487,CHN,jhu
Hunan,China,27.6104,111.7088,2020-04-17,1019,4,1014,CHN,jhu
Inner Mongolia,China,44.0935,113.9448,2020-04-17,193,1,103,CHN,jhu
Jiangsu,China,32.9711,119.455,2020-04-17,653,0,643,CHN,jhu
Jiangxi,China,27.614,115.7221,2020-04-17,937,1,936,CHN,jhu
Jilin,China,43.6661,126.1923,2020-04-17,102,1,97,CHN,jhu
Liaoning,China,41.2956,122.6085,2020-04-17,146,2,140,CHN,jhu
Macau,China,22.1667,113.55,2020-04-17,45,0,16,CHN,jhu
Ningxia,China,37.2692,106.1655,2020-04-17,75,0,75,CHN,jhu
Qinghai,China,35.7452,95.9956,2020-04-17,18,0,18,CHN,jhu
Shaanxi,China,35.1917,108.8701,2020-04-17,256,3,252,CHN,jhu
Shandong,China,36.3427,118.1498,2020-04-17,787,7,761,CHN,jhu
Shanghai,China,31.202,121.4491,2020-04-17,628,7,512,CHN,jhu
Shanxi,China,37.5777,112.2922,2020-04-17,197,0,135,CHN,jhu
Sichuan,China,30.6171,102.7103,2020-04-17,560,3,552,CHN,jhu
Tianjin,China,39.3054,117.323,2020-04-17,189,3,173,CHN,jhu
Tibet,China,31.6927,88.0924,2020-04-17,1,0,1,CHN,jhu
Xinjiang,China,41.1129,85.2401,2020-04-17,76,3,73,CHN,jhu
Yunnan,China,24.974,101.487,2020-04-17,184,2,177,CHN,jhu
Zhejiang,China,29.1832,120.0934,2020-04-17,1268,1,1246,CHN,jhu
,Colombia,4.5709,-74.2973,2020-04-17,3439,153,634,COL,jhu
,Comoros,-11.6455,43.3333,2020-04-17,0,0,0,COM,jhu
,Congo (Brazzaville),-0.228,15.8277,2020-04-17,143,6,11,COG,jhu
,Congo (Kinshasa),-4.0383,21.7587,2020-04-17,287,23,25,COD,jhu
,Costa Rica,9.7489,-83.7534,2020-04-17,649,4,88,CRI,jhu
,Cote d'Ivoire,7.54,-5.5471,2020-04-17,688,6,193,CIV,jhu
,Croatia,45.1,15.2,2020-04-17,1814,36,600,HRV,jhu
,Cuba,21.521757,-77.78116700000002,2020-04-17,923,31,192,CUB,jhu
,Cyprus,35.1264,33.4299,2020-04-17,750,12,77,CYP,jhu
,Czechia,49.8175,15.473,2020-04-17,6549,173,1174,CZE,jhu
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-17,184,0,171,DNK,jhu
Greenland,Denmark,71.7069,-42.6043,2020-04-17,11,0,11,DNK,jhu
,Denmark,56.2639,9.5018,2020-04-17,7073,336,3389,DNK,jhu
,Diamond Princess,0.0,0.0,2020-04-17,712,13,644,cruise,jhu
,Djibouti,11.8251,42.5903,2020-04-17,732,2,76,DJI,jhu
,Dominica,15.415,-61.371,2020-04-17,16,0,8,DMA,jhu
,Dominican Republic,18.7357,-70.1627,2020-04-17,4126,200,268,DOM,jhu
,Ecuador,-1.8312,-78.1834,2020-04-17,8450,421,838,ECU,jhu
,Egypt,26.820553000000004,30.802498,2020-04-17,2844,205,646,EGY,jhu
,El Salvador,13.7942,-88.8965,2020-04-17,177,7,38,SLV,jhu
,Equatorial Guinea,1.6508,10.2679,2020-04-17,79,0,4,GNQ,jhu
,Eritrea,15.1794,39.7823,2020-04-17,35,0,0,ERI,jhu
,Estonia,58.5953,25.0136,2020-04-17,1459,38,145,EST,jhu
,Eswatini,-26.5225,31.4659,2020-04-17,16,1,8,SWZ,jhu
,Ethiopia,9.145,40.4897,2020-04-17,96,3,15,ETH,jhu
,Fiji,-17.7134,178.065,2020-04-17,17,0,0,FJI,jhu
,Finland,61.92411,25.748151,2020-04-17,3489,82,1700,FIN,jhu
French Guiana,France,3.9339,-53.1258,2020-04-17,96,0,61,FRA,jhu
French Polynesia,France,-17.6797,149.4068,2020-04-17,55,0,0,FRA,jhu
Guadeloupe,France,16.265,-61.551,2020-04-17,145,8,67,FRA,jhu
Martinique,France,14.6415,-61.0242,2020-04-17,158,8,73,FRA,jhu
Mayotte,France,-12.8275,45.166244,2020-04-17,245,4,117,FRA,jhu
New Caledonia,France,-20.904305,165.618042,2020-04-17,18,0,14,FRA,jhu
Reunion,France,-21.1151,55.5364,2020-04-17,402,0,237,FRA,jhu
Saint Barthelemy,France,17.9,-62.8333,2020-04-17,6,0,4,FRA,jhu
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-17,1,0,0,FRA,jhu
St Martin,France,18.0708,-63.0501,2020-04-17,35,2,13,FRA,jhu
,France,46.2276,2.2137,2020-04-17,146923,18661,33834,FRA,jhu
,Gabon,-0.8037,11.6094,2020-04-17,108,1,7,GAB,jhu
,Gambia,13.4432,-15.3101,2020-04-17,9,1,2,GMB,jhu
,Georgia,42.3154,43.3569,2020-04-17,370,3,79,GEO,jhu
,Germany,51.165691,10.451526,2020-04-17,141397,4352,83114,DEU,jhu
,Ghana,7.9465,-1.0232,2020-04-17,641,8,83,GHA,jhu
,Greece,39.0742,21.8243,2020-04-17,2224,108,269,GRC,jhu
,Grenada,12.1165,-61.679,2020-04-17,14,0,6,GRD,jhu
,Guatemala,15.7835,-90.2308,2020-04-17,214,7,21,GTM,jhu
,Guinea,9.9456,-9.6966,2020-04-17,477,3,59,GIN,jhu
,Guinea-Bissau,11.8037,-15.1804,2020-04-17,43,0,0,GNB,jhu
,Guyana,4.860416000000002,-58.93018000000001,2020-04-17,63,6,9,GUY,jhu
,Haiti,18.9712,-72.2852,2020-04-17,43,3,0,HTI,jhu
,Holy See,41.9029,12.4534,2020-04-17,8,0,2,VAT,jhu
,Honduras,15.2,-86.2419,2020-04-17,442,41,10,HND,jhu
,Hungary,47.1625,19.5033,2020-04-17,1763,156,207,HUN,jhu
,Iceland,64.9631,-19.0208,2020-04-17,1754,9,1224,ISL,jhu
,India,20.593684,78.96288,2020-04-17,14352,486,2041,IND,jhu
,Indonesia,-0.7893,113.9213,2020-04-17,5923,520,607,IDN,jhu
,Iran,32.427908,53.68804599999999,2020-04-17,79494,4958,54064,IRN,jhu
,Iraq,33.223191,43.679291,2020-04-17,1482,81,906,IRQ,jhu
,Ireland,53.1424,-7.6921,2020-04-17,13980,530,77,IRL,jhu
,Israel,31.046051,34.851612,2020-04-17,12982,151,3126,ISR,jhu
,Italy,41.87194,12.56738,2020-04-17,172434,22745,42727,ITA,jhu
,Jamaica,18.1096,-77.2975,2020-04-17,143,5,25,JAM,jhu
,Japan,36.204824,138.252924,2020-04-17,9958,217,935,JPN,jhu
,Jordan,31.24,36.51,2020-04-17,407,7,265,JOR,jhu
,Kazakhstan,48.0196,66.9237,2020-04-17,1546,17,347,KAZ,jhu
,Kenya,-0.0236,37.9062,2020-04-17,246,11,53,KEN,jhu
,"Korea, South",35.90775700000001,127.766922,2020-04-17,10635,230,7829,KOR,jhu
,Kosovo,42.602636,20.902977,2020-04-17,449,11,79,RKS,jhu
,Kuwait,29.31166,47.481766,2020-04-17,1658,5,258,KWT,jhu
,Kyrgyzstan,41.20438,74.766098,2020-04-17,489,5,114,KGZ,jhu
,Laos,19.85627,102.495496,2020-04-17,19,0,2,LAO,jhu
,Latvia,56.8796,24.6032,2020-04-17,682,5,88,LVA,jhu
,Lebanon,33.8547,35.8623,2020-04-17,668,21,86,LBN,jhu
,Lesotho,-29.61,28.2336,2020-04-17,0,0,0,LSO,jhu
,Liberia,6.4280550000000005,-9.429499,2020-04-17,76,7,7,LBR,jhu
,Libya,26.3351,17.228331,2020-04-17,49,1,11,LBY,jhu
,Liechtenstein,47.14,9.55,2020-04-17,79,1,77,LIE,jhu
,Lithuania,55.1694,23.8813,2020-04-17,1149,33,210,LTU,jhu
,Luxembourg,49.8153,6.1296,2020-04-17,3480,72,579,LUX,jhu
,MS Zaandam,0.0,0.0,2020-04-17,9,2,0,cruise,jhu
,Madagascar,-18.766947,46.869107,2020-04-17,117,0,33,MDG,jhu
,Malawi,-13.2543,34.3015,2020-04-17,17,2,3,MWI,jhu
,Malaysia,4.210483999999999,101.975766,2020-04-17,5251,86,2967,MYS,jhu
,Maldives,3.2028,73.2207,2020-04-17,28,0,16,MDV,jhu
,Mali,17.570692,-3.996166000000001,2020-04-17,171,13,34,MLI,jhu
,Malta,35.9375,14.3754,2020-04-17,422,3,91,MLT,jhu
,Mauritania,21.0079,-10.9408,2020-04-17,7,1,2,MRT,jhu
,Mauritius,-20.348404,57.552152,2020-04-17,324,9,108,MUS,jhu
,Mexico,23.6345,-102.5528,2020-04-17,6875,546,2125,MEX,jhu
,Moldova,47.4116,28.3699,2020-04-17,2264,56,276,MDA,jhu
,Monaco,43.7333,7.4167,2020-04-17,94,3,20,MCO,jhu
,Mongolia,46.8625,103.8467,2020-04-17,31,0,5,MNG,jhu
,Montenegro,42.708678000000006,19.37439,2020-04-17,303,5,55,MNE,jhu
,Morocco,31.7917,-7.0926,2020-04-17,2564,135,281,MAR,jhu
,Namibia,-22.9576,18.4904,2020-04-17,16,0,4,NAM,jhu
,Nepal,28.1667,84.25,2020-04-17,30,0,2,NPL,jhu
Aruba,Netherlands,12.5211,-69.9683,2020-04-17,96,2,43,NLD,jhu
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-04-17,3,0,0,NLD,jhu
Curacao,Netherlands,12.1696,-68.99,2020-04-17,14,1,10,NLD,jhu
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-17,57,9,12,NLD,jhu
,Netherlands,52.1326,5.2913,2020-04-17,30449,3459,0,NLD,jhu
,New Zealand,-40.9006,174.886,2020-04-17,1409,11,816,NZL,jhu
,Nicaragua,12.865416,-85.207229,2020-04-17,9,1,4,NIC,jhu
,Niger,17.607789,8.081666,2020-04-17,627,18,110,NER,jhu
,Nigeria,9.082,8.6753,2020-04-17,493,17,159,NGA,jhu
,North Macedonia,41.6086,21.7453,2020-04-17,1117,49,139,MKD,jhu
,Norway,60.472,8.4689,2020-04-17,6937,161,32,NOR,jhu
,Oman,21.512583,55.92325500000001,2020-04-17,1069,6,176,OMN,jhu
,Pakistan,30.3753,69.3451,2020-04-17,7638,143,1832,PAK,jhu
,Panama,8.538,-80.7821,2020-04-17,4016,109,98,PAN,jhu
,Papua New Guinea,-6.314993,143.95555,2020-04-17,7,0,0,PNG,jhu
,Paraguay,-23.4425,-58.4438,2020-04-17,199,8,30,PRY,jhu
,Peru,-9.19,-75.0152,2020-04-17,13489,300,6541,PER,jhu
,Philippines,12.879721,121.774017,2020-04-17,5878,387,487,PHL,jhu
,Poland,51.9194,19.1451,2020-04-17,8379,332,866,POL,jhu
,Portugal,39.3999,-8.2245,2020-04-17,19022,657,519,PRT,jhu
,Qatar,25.3548,51.1839,2020-04-17,4663,7,464,QAT,jhu
,Romania,45.9432,24.9668,2020-04-17,8067,411,1508,ROU,jhu
,Russia,61.52401,105.318756,2020-04-17,32008,273,2590,RUS,jhu
,Rwanda,-1.9403,29.8739,2020-04-17,143,0,65,RWA,jhu
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-17,14,0,0,KNA,jhu
,Saint Lucia,13.9094,-60.9789,2020-04-17,15,0,11,LCA,jhu
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-17,12,0,1,VCT,jhu
,San Marino,43.9424,12.4578,2020-04-17,435,39,57,SMR,jhu
,Sao Tome and Principe,0.1864,6.6131,2020-04-17,4,0,0,STP,jhu
,Saudi Arabia,23.885942,45.079162,2020-04-17,7142,87,1049,SAU,jhu
,Senegal,14.4974,-14.4524,2020-04-17,342,2,198,SEN,jhu
,Serbia,44.0165,21.0059,2020-04-17,5690,110,534,SRB,jhu
,Seychelles,-4.6796,55.492,2020-04-17,11,0,5,SYC,jhu
,Sierra Leone,8.460555000000001,-11.779889,2020-04-17,26,0,0,SLE,jhu
,Singapore,1.2833,103.8333,2020-04-17,5050,11,708,SGP,jhu
,Slovakia,48.669,19.699,2020-04-17,1049,9,175,SVK,jhu
,Slovenia,46.1512,14.9955,2020-04-17,1304,66,174,SVN,jhu
,Somalia,5.152149,46.199616,2020-04-17,116,6,2,SOM,jhu
,South Africa,-30.5595,22.9375,2020-04-17,2783,50,903,ZAF,jhu
,South Sudan,6.877000000000002,31.307,2020-04-17,4,0,0,SSD,jhu
,Spain,40.463667,-3.74922,2020-04-17,190839,20002,74797,ESP,jhu
,Sri Lanka,7.873054,80.77179699999998,2020-04-17,244,7,77,LKA,jhu
,Sudan,12.8628,30.2176,2020-04-17,33,6,4,SDN,jhu
,Suriname,3.9193,-56.0278,2020-04-17,10,1,6,SUR,jhu
,Sweden,60.128161,18.643501,2020-04-17,13743,1925,0,SWE,jhu
,Switzerland,46.8182,8.2275,2020-04-17,27078,1327,16400,CHE,jhu
,Taiwan*,23.7,121.0,2020-04-17,395,6,166,TWN,jhu
,Tajikistan,38.861,71.2761,2020-04-17,0,0,0,TJK,jhu
,Tanzania,-6.369028,34.888822,2020-04-17,147,5,11,TZA,jhu
,Thailand,15.870032,100.992541,2020-04-17,2700,47,1689,THA,jhu
,Togo,8.6195,0.8248,2020-04-17,83,5,48,TGO,jhu
,Trinidad and Tobago,10.6918,-61.2225,2020-04-17,114,8,20,TTO,jhu
,Tunisia,33.886917,9.537499,2020-04-17,864,37,43,TUN,jhu
,Turkey,38.9637,35.2433,2020-04-17,78546,1769,8631,TUR,jhu
,US,40.0,-100.0,2020-04-17,701996,39149,58545,USA,jhu
,Uganda,1.373333,32.290275,2020-04-17,56,0,20,UGA,jhu
,Ukraine,48.3794,31.1656,2020-04-17,4662,125,246,UKR,jhu
,United Arab Emirates,23.424076,53.847818,2020-04-17,6302,37,1188,ARE,jhu
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-17,3,0,1,GBR,jhu
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-17,83,5,35,GBR,jhu
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-17,4,0,2,GBR,jhu
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-17,61,1,7,GBR,jhu
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-17,470,20,73,GBR,jhu
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-17,11,0,1,GBR,jhu
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-17,132,0,105,GBR,jhu
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-17,291,4,169,GBR,jhu
Montserrat,United Kingdom,16.742498,-62.187366,2020-04-17,11,0,1,GBR,jhu
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-17,11,1,0,GBR,jhu
,United Kingdom,55.3781,-3.4360000000000004,2020-04-17,116721,16942,0,GBR,jhu
,Uruguay,-32.5228,-55.7658,2020-04-17,508,9,294,URY,jhu
,Uzbekistan,41.377491,64.585262,2020-04-17,1405,4,156,UZB,jhu
,Venezuela,6.4238,-66.5897,2020-04-17,204,9,111,VEN,jhu
,Vietnam,14.058324,108.277199,2020-04-17,268,0,198,VNM,jhu
,West Bank and Gaza,31.9522,35.2332,2020-04-17,307,2,69,PSE,jhu
,Western Sahara,24.2155,-12.8858,2020-04-17,6,0,0,ESH,jhu
,Yemen,15.552727,48.516388,2020-04-17,1,0,0,YEM,jhu
,Zambia,-13.133897,27.849332,2020-04-17,52,2,30,ZMB,jhu
,Zimbabwe,-19.015438,29.154857,2020-04-17,24,3,2,ZWE,jhu
,Afghanistan,33.93911,67.709953,2020-04-18,933,30,112,AFG,jhu
,Albania,41.1533,20.1683,2020-04-18,548,26,302,ALB,jhu
,Algeria,28.0339,1.6596,2020-04-18,2534,367,894,DZA,jhu
,Andorra,42.5063,1.5218,2020-04-18,704,35,205,AND,jhu
,Angola,-11.2027,17.8739,2020-04-18,24,2,6,AGO,jhu
,Antigua and Barbuda,17.0608,-61.7964,2020-04-18,23,3,3,ATG,jhu
,Argentina,-38.4161,-63.6167,2020-04-18,2758,129,685,ARG,jhu
,Armenia,40.0691,45.0382,2020-04-18,1248,20,523,ARM,jhu
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-18,103,3,88,AUS,jhu
New South Wales,Australia,-33.8688,151.2093,2020-04-18,2936,26,1379,AUS,jhu
Northern Territory,Australia,-12.4634,130.8456,2020-04-18,28,0,9,AUS,jhu
Queensland,Australia,-27.4698,153.0251,2020-04-18,1015,6,738,AUS,jhu
South Australia,Australia,-34.9285,138.6007,2020-04-18,435,4,331,AUS,jhu
Tasmania,Australia,-42.8821,147.3272,2020-04-18,188,7,67,AUS,jhu
Victoria,Australia,-37.8136,144.9631,2020-04-18,1319,14,1172,AUS,jhu
Western Australia,Australia,-31.9505,115.8605,2020-04-18,544,7,340,AUS,jhu
,Austria,47.5162,14.5501,2020-04-18,14671,443,10214,AUT,jhu
,Azerbaijan,40.1431,47.5769,2020-04-18,1373,18,590,AZE,jhu
,Bahamas,25.025885,-78.035889,2020-04-18,55,9,10,BHS,jhu
,Bahrain,26.0275,50.55,2020-04-18,1773,7,755,BHR,jhu
,Bangladesh,23.685,90.3563,2020-04-18,2144,84,66,BGD,jhu
,Barbados,13.1939,-59.5432,2020-04-18,75,5,17,BRB,jhu
,Belarus,53.7098,27.9534,2020-04-18,5297,45,342,BLR,jhu
,Belgium,50.8333,4.469936,2020-04-18,37183,5453,8348,BEL,jhu
,Belize,17.1899,-88.4976,2020-04-18,18,2,0,BLZ,jhu
,Benin,9.3077,2.3158,2020-04-18,35,1,18,BEN,jhu
,Bhutan,27.5142,90.4336,2020-04-18,5,0,2,BTN,jhu
,Bolivia,-16.2902,-63.5887,2020-04-18,493,31,31,BOL,jhu
