0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 6.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.300000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.600000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 8.100000000000000000e+01 8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.400000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 4.400000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.900000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 8.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.200000000000000000e+01 7.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 1.300000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.400000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 8.900000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.900000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.100000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.120000000000000000e+02 8.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 1.300000000000000000e+01 1.100000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 4.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 2.800000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 4.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.060000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 1.300000000000000000e+01 1.000000000000000000e+01 3.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 2.300000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.410000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.720000000000000000e+02 1.200000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 1.400000000000000000e+01 1.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 1.100000000000000000e+01 6.000000000000000000e+00 1.300000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 4.100000000000000000e+01 2.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 4.000000000000000000e+00 4.000000000000000000e+00 1.100000000000000000e+01 0.000000000000000000e+00 1.420000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.300000000000000000e+01 1.200000000000000000e+01 3.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+00 2.400000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 1.790000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 1.790000000000000000e+02 1.700000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+01 2.300000000000000000e+01 2.200000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 1.100000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00 1.300000000000000000e+01 0.000000000000000000e+00 9.000000000000000000e+00 9.200000000000000000e+01 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 4.000000000000000000e+00 5.000000000000000000e+00 1.500000000000000000e+01 4.000000000000000000e+00 1.730000000000000000e+02 7.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 1.400000000000000000e+01 1.600000000000000000e+01 5.000000000000000000e+00 1.000000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00 3.100000000000000000e+01 4.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+01 2.790000000000000000e+02 0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+00 6.000000000000000000e+00 2.020000000000000000e+02 3.400000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+01 2.600000000000000000e+01 3.100000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+01 1.200000000000000000e+01 1.600000000000000000e+01 5.000000000000000000e+00 1.100000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+00 1.300000000000000000e+01 9.500000000000000000e+01 1.200000000000000000e+01 9.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 2.300000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 2.300000000000000000e+01 6.000000000000000000e+00 2.170000000000000000e+02 8.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+01 2.200000000000000000e+01 5.000000000000000000e+00 1.200000000000000000e+01 8.000000000000000000e+00 8.000000000000000000e+00 3.300000000000000000e+01 5.000000000000000000e+00 2.000000000000000000e+00 1.700000000000000000e+01 3.380000000000000000e+02 0.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+00 7.000000000000000000e+00 2.520000000000000000e+02 4.900000000000000000e+01 1.100000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+01 4.600000000000000000e+01 3.100000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 3.200000000000000000e+01 1.200000000000000000e+01 1.700000000000000000e+01 6.000000000000000000e+00 1.100000000000000000e+01 3.600000000000000000e+01 2.000000000000000000e+00 1.300000000000000000e+01 1.080000000000000000e+02 2.500000000000000000e+01 1.400000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00 4.000000000000000000e+00 2.400000000000000000e+01 1.100000000000000000e+01 6.000000000000000000e+00 2.900000000000000000e+01 1.000000000000000000e+01 3.260000000000000000e+02 1.600000000000000000e+01 1.000000000000000000e+00 1.300000000000000000e+01 3.000000000000000000e+00 3.000000000000000000e+01 4.100000000000000000e+01 5.000000000000000000e+00 1.300000000000000000e+01 9.000000000000000000e+00 1.800000000000000000e+01 4.100000000000000000e+01 7.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+01 4.190000000000000000e+02 0.000000000000000000e+00 8.000000000000000000e+00 2.000000000000000000e+00
1.200000000000000000e+01 1.000000000000000000e+00 9.000000000000000000e+00 9.000000000000000000e+00 3.200000000000000000e+02 7.800000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+00 1.600000000000000000e+01 7.000000000000000000e+01 4.100000000000000000e+01 4.000000000000000000e+00 5.000000000000000000e+00 4.600000000000000000e+01 1.500000000000000000e+01 1.800000000000000000e+01 8.000000000000000000e+00 1.800000000000000000e+01 7.700000000000000000e+01 3.000000000000000000e+00 1.800000000000000000e+01 1.230000000000000000e+02 3.300000000000000000e+01 2.100000000000000000e+01 6.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 2.700000000000000000e+01 1.900000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+01 1.300000000000000000e+01 4.210000000000000000e+02 1.800000000000000000e+01 1.000000000000000000e+00 2.600000000000000000e+01 4.000000000000000000e+00 3.000000000000000000e+01 4.700000000000000000e+01 2.000000000000000000e+01 1.900000000000000000e+01 9.000000000000000000e+00 2.600000000000000000e+01 5.800000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 4.200000000000000000e+01 5.110000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 3.000000000000000000e+00
2.300000000000000000e+01 1.000000000000000000e+00 1.200000000000000000e+01 1.600000000000000000e+01 3.810000000000000000e+02 1.030000000000000000e+02 2.600000000000000000e+01 7.000000000000000000e+00 1.700000000000000000e+01 7.000000000000000000e+01 6.500000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 6.600000000000000000e+01 1.900000000000000000e+01 2.200000000000000000e+01 9.000000000000000000e+00 2.100000000000000000e+01 1.030000000000000000e+02 1.200000000000000000e+01 2.700000000000000000e+01 1.380000000000000000e+02 5.300000000000000000e+01 3.500000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+00 6.000000000000000000e+00 2.900000000000000000e+01 2.100000000000000000e+01 7.000000000000000000e+00 7.500000000000000000e+01 1.700000000000000000e+01 6.100000000000000000e+02 2.500000000000000000e+01 1.000000000000000000e+00 3.700000000000000000e+01 8.000000000000000000e+00 3.600000000000000000e+01 6.800000000000000000e+01 2.000000000000000000e+01 2.800000000000000000e+01 9.000000000000000000e+00 3.200000000000000000e+01 6.900000000000000000e+01 2.100000000000000000e+01 8.000000000000000000e+00 4.500000000000000000e+01 6.090000000000000000e+02 0.000000000000000000e+00 2.700000000000000000e+01 3.000000000000000000e+00
