date,state,fips,case,death,state_iso_a2,longitude,latitude,source,iso_a3
2020-02-24,Nebraska,31,12,0,NE,-99.901813,41.492537,nyt,USA
2020-02-24,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-24,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-24,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-25,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-25,California,6,11,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-25,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-25,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-25,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-25,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-25,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-25,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-25,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-26,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-26,California,6,26,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-26,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-26,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-26,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-26,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-26,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-26,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-26,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-27,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-27,California,6,26,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-27,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-27,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-27,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-27,Texas,48,10,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-27,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-27,Washington,53,5,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-27,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-28,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-28,California,6,27,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-28,Illinois,17,2,0,IL,-89.398528,40.633125,nyt,USA
2020-02-28,Massachusetts,25,1,0,MA,-71.382437,42.407211,nyt,USA
2020-02-28,Nebraska,31,13,0,NE,-99.901813,41.492537,nyt,USA
2020-02-28,Oregon,41,1,0,OR,-120.554201,43.804133,nyt,USA
2020-02-28,Texas,48,11,0,TX,-99.901813,31.968598999999998,nyt,USA
2020-02-28,Utah,49,1,0,UT,-111.093731,39.32098,nyt,USA
2020-02-28,Washington,53,7,0,WA,-120.74013899999999,47.751073999999996,nyt,USA
2020-02-28,Wisconsin,55,1,0,WI,-88.787868,43.784440000000004,nyt,USA
2020-02-29,Arizona,4,1,0,AZ,-111.093731,34.048928000000004,nyt,USA
2020-02-29,California,6,28,0,CA,-119.41793200000001,36.778261,nyt,USA
2020-02-29,Illinois,17,3,0,IL,-89.398528,40.633125,nyt,USA
